class_name,path
wildboar,./binarysoundset/train/S-211109_A_205_D_447_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_359_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_795_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_459_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_536_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_707_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_577_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_544_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_368_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_504_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_632_0001_8.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_575_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_501_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_465_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_330_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_415_0001_8.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_785_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_770_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_609_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_609_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_570_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_464_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_332_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_412_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_477_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_651_0001_9.wav
wildboar,./binarysoundset/train/S-211109_A_205_C_042_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_405_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_540_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_621_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_417_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_653_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_578_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_396_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_281_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_471_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_126_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_125_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_597_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_564_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_495_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_387_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_486_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_746_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_650_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_745_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_514_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_154_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_205_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_654_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_550_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_647_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_137_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_413_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_C_036_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_597_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_526_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_655_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_124_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_412_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_558_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_490_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_281_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_706_0001_8.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_032_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_515_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_415_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_793_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_209_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_806_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_389_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_012_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_137_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_248_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_283_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_292_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_536_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_409_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_389_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_601_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_719_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_491_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_411_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_618_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_708_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_347_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_355_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_374_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_734_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_624_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_350_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_545_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_562_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_354_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_062_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_370_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_128_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_510_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_648_0001_9.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_128_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_136_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_636_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_713_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_511_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_122_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_641_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_575_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_575_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_510_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_538_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_615_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_381_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_407_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_552_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_392_0001_8.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_408_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_702_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_337_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_557_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_228_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_548_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_228_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_651_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_041_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_767_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_705_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_541_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_156_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_599_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_420_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_750_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_620_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_730_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_424_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_752_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_649_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_332_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_458_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_490_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_330_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_447_0001_8.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_723_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_741_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_522_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_762_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_404_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_704_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_402_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_720_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_399_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_464_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_380_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_304_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_492_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_041_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_007_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_758_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_656_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_389_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_664_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_206_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_466_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_128_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_706_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_429_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_410_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_704_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_565_0001_9.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_212_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_756_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_132_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_481_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_499_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_575_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_540_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_779_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_708_0001_8.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_211_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_615_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_644_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_326_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_755_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_135_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_493_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_512_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_482_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_510_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_702_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_294_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_641_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_478_0001_5.wav
wildboar,./binarysoundset/train/S-211109_A_205_C_043_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_469_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_546_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_544_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_538_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_408_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_136_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_134_0001_4.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_042_0001_9.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_282_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_777_0001_2.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_492_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_154_0001_7.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_412_0001_3.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_705_0001_1.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_505_0001_6.wav
wildboar,./binarysoundset/train/S-211109_A_205_C_028_0001_0.wav
wildboar,./binarysoundset/train/S-211109_A_205_D_406_0001_1.wav
